시군구명,법정동,등록번호,중개업소 구분,중개업자명,중개업소명,도로명주소(지번)
충청북도 청주시상당구,문의면,가-3820-659,중개인,황재춘,문의부동산중개사무소,충청북도 청주시 상당구 문의면 문의시내로 22 
충청북도 청주시상당구,미원면,가-3820-55,중개인,배석헌,청원부동산중개사무소,충청북도 청주시 상당구 미원면 미원초정로 8 
충청북도 청주시상당구,북문로1가,가-38020000-944,중개인,정대용,공원부동산중개인사무소,충청북도 청주시 상당구 사직대로 374 (북문로1가)
충청북도 청주시상당구,수동,나-38020000-49,중개인,이용석,보은부동산중개인사무소,충청북도 청주시 상당구 대성로 200 (수동)
충청북도 청주시상당구,영운동,가-38020000-487,중개인,이응복,신영부동산중개인사무소,충청북도 청주시 상당구 영운로 8 
충청북도 청주시상당구,용담동,가-38020000-2178,공인중개사,임병윤,하당공인중개사사무소,"충청북도 청주시 상당구 수영로 295 302호(용담동, 양화타워)"
충청북도 청주시상당구,용암동,가-38020000-1821,공인중개사,윤동한,강남공인중개사,"충청북도 청주시 상당구 월평로 161 상가 116호(용암동,건영아파트)"
충청북도 청주시상당구,탑동,가-38020000-1947,공인중개사,황주현,우암부동산컨설팅공인중개사사무소,"충청북도 청주시 상당구 중고개로 349 상가 105호(탑동,보성트윈힐스)"
충청북도 청주시상당구,영운동,가-38020000-1976,공인중개사,지동구,한방공인중개사사무소,충청북도 청주시 상당구 수영로101번길 30 (영운동)
충청북도 청주시상당구,영운동,가-38020000-2036,공인중개사,연호선,그린공인중개사사무소,충청북도 청주시 상당구 단재로 131 (영운동)
충청북도 청주시상당구,금천동,가-38020000-2047,공인중개사,신화정,거림공인중개사사무소,충청북도 청주시 상당구 쇠내로 48 금천센트럴파크 스타힐스 301동 108호
충청북도 청주시상당구,용암동,가-38020000-2060,공인중개사,구한서,119공인중개사,"충청북도 청주시 상당구 월평로 203 상가 2동 105호(용암동,형석아파트)"
충청북도 청주시상당구,용암동,가-38020000-2084,공인중개사,박종임,LG공인중개사사무소,충청북도 청주시 상당구 용암북로160번길 57-1 (용암동)
충청북도 청주시상당구,탑동,가-38020000-2201,공인중개사,박명옥,탑동힐데스하임연세공인중개사사무소,충청북도 청주시 상당구 용담로 50 상가2동 120호
충청북도 청주시상당구,금천동,가-38020000-2270,공인중개사,김미순,신성공인중개사사무소,"충청북도 청주시 상당구 호미로 261-1 상가 101호(금천동, 장자마을8단지부영아파트)"
충청북도 청주시상당구,탑동,가-38020000-2283,공인중개사,변은주,新현대공인중개사사무소,"충청북도 청주시 상당구 탑동로 76 상가103호(탑동, 현대아파트)"
충청북도 청주시상당구,영운동,가-38020000-2296,공인중개사,윤창규,까치공인중개사사무소,"충청북도 청주시 상당구 영운천로51번길 35 105호(영운동,태암상가)"
충청북도 청주시상당구,용암동,가-38020000-2303,공인중개사,서은희,가이드공인중개사사무소,"충청북도 청주시 상당구 무농정로 96 상가 103호(용암동,세원아파트)"
충청북도 청주시상당구,용암동,가-38020000-2329,공인중개사,정미자,참조은공인중개사사무소,"충청북도 청주시 상당구 용암로 3 상가 110호(용암동, 덕성그린타운)"
충청북도 청주시상당구,용암동,가-38020000-2335,공인중개사,신갑수,부영공인중개사사무소,"충청북도 청주시 상당구 중흥로 175 상가 106호(용암동, 중흥마을1단지부영아파트)"
충청북도 청주시상당구,금천동,가-38020000-2346,공인중개사,노성우,하나공인중개사사무소,"충청북도 청주시 상당구 중고개로 286-1 상가 105호(금천동, 장자마을9단지부영아파트)"
충청북도 청주시상당구,금천동,가-38020000-2362,공인중개사,배용현,홍인공인중개사사무소,충청북도 청주시 상당구 쇠내로74번길 3-13 (금천동)
충청북도 청주시상당구,용암동,가-38020000-2378,공인중개사,박금옥,건영공인중개사사무소,"충청북도 청주시 상당구 월평로 161 상가 117호(용암동, 건영아파트)"
충청북도 청주시상당구,탑동,가-38020000-2391,공인중개사,박윤희,미소랜드공인중개사사무소,충청북도 청주시 상당구 용담로63번길 42 102호(탑동)
충청북도 청주시상당구,용암동,가-38020000-2429,공인중개사,김영미,다원공인중개사사무소,"충청북도 청주시 상당구 무농정로 96 상가 109호(용암동,세원아파트)"
충청북도 청주시상당구,용암동,가-38020000-2434,공인중개사,이국향,한성공인중개사사무소,"충청북도 청주시 상당구 월평로 203 상가 106호(용암동, 형석아파트)"
충청북도 청주시상당구,북문로1가,가-38020000-2454,공인중개사,황보윤,큰산공인중개사사무소,충청북도 청주시 상당구 성안로 19-1 지하(북문로1가)
충청북도 청주시상당구,용암동,가-38020000-2456,공인중개사,박미숙,금빛공인중개사사무소,충청북도 청주시 상당구 원봉로 84 상가 102호(용암동)
충청북도 청주시상당구,금천동,가-38020000-2457,공인중개사,박양득,모아공인중개사사무소,"충청북도 청주시 상당구 호미로 292 상가 104호(금천동,장자마을부영아파트1단지)"
충청북도 청주시상당구,서문동,가-38020000-2467,공인중개사,유길환,으뜸공인중개사사무소,충청북도 청주시 상당구 무심동로 396 (서문동)
충청북도 청주시상당구,금천동,가-38020000-2526,공인중개사,이각규,주성공인중개사사무소,충청북도 청주시 상당구 수영로245번길 4-8 204호(금천동)
충청북도 청주시상당구,용암동,가-38020000-2553,공인중개사,신권철,천지공인중개사사무소,"충청북도 청주시 상당구 월평로 225 상가 102호(용암동, 효성아파트)"
충청북도 청주시상당구,용암동,가-38020000-2555,공인중개사,정길채,만금공인중개사사무소,"충청북도 청주시 상당구 중흥로 194 상가 109호(용암동,중흥마을2단지부영아파트)"
충청북도 청주시상당구,석교동,가-38020000-2567,공인중개사,이만희,A+플러스공인중개사사무소,충청북도 청주시 상당구 대성로 30 (석교동)
충청북도 청주시상당구,용암동,가-38020000-2568,공인중개사,이윤경,상금공인중개사사무소,충청북도 청주시 상당구 낙영로 14 102호(용암동)
충청북도 청주시상당구,북문로2가,가-38020000-2598,공인중개사,이종대,다복공인중개사사무소,충청북도 청주시 상당구 교동로3번길 55 (북문로2가)
충청북도 청주시상당구,금천동,가-38020000-2617,공인중개사,이혜숙,광장공인중개사사무소,"충청북도 청주시 상당구 수영로 292 상가 101호(금천동,장자마을부영그린타운2차아파트)"
충청북도 청주시상당구,용암동,가-38020000-2624,공인중개사,임장수,행복한공인중개사사무소,"충청북도 청주시 상당구 중흥로 176 상가103호(용암동, 중흥마을부영그린타운3차아파트)"
충청북도 청주시상당구,용암동,가-38020000-2656,공인중개사,김태미,구인공인중개사사무소,충청북도 청주시 상당구 낙영로 11 (용암동)
충청북도 청주시상당구,용정동,가-38020000-2670,공인중개사,한은희,한서공인중개사사무소,충청북도 청주시 상당구 용정로 35 상가2동 105-2호(용정동)
충청북도 청주시상당구,용정동,가-38020000-2671,공인중개사,장인형,대박부동산공인중개사사무소,충청북도 청주시 상당구 용정로 25 용정한라비발디1단지 상가 102호
충청북도 청주시상당구,용암동,가-38020000-2729,공인중개사,박노숙,대양공인중개사사무소,충청북도 청주시 상당구 월평로 249 상가 105호(용암동)
충청북도 청주시상당구,문화동,가-38020000-2748,공인중개사,장연식,사람과부동산커뮤니티공인중개사사무소,충청북도 청주시 상당구 용담로 7 제1층 101호
충청북도 청주시상당구,용암동,가-38020000-2751,공인중개사,최영주,태산공인중개사사무소,"충청북도 청주시 상당구 원봉로 20-1 상가 104호(용암동, 태산그린아파트)"
충청북도 청주시상당구,금천동,가-38020000-2753,공인중개사,신헌수,청주사랑공인중개사사무소,"충청북도 청주시 상당구 호미로 292 상가 102호(금천동, 장자마을1단지부영아파트)"
충청북도 청주시상당구,용암동,가-38020000-2756,공인중개사,김명순,동남조은집공인중개사사무소,충청북도 청주시 상당구 중고개로142번길 20 상가1동 101호
충청북도 청주시상당구,방서동,가-38020000-2789,공인중개사,유종순,명당공인중개사사무소,"충청북도 청주시 상당구 단재로 312 143동 109호(방서동, 중흥에스클래스)"
충청북도 청주시상당구,용암동,가-38020000-2809,공인중개사,이재관,부자되는공인중개사사무소,"충청북도 청주시 상당구 중흥로 194 상가 108호(용암동, 중흥마을부영아파트)"
충청북도 청주시상당구,용암동,가-38020000-2812,공인중개사,이금란,두리공인중개사사무소,충청북도 청주시 상당구 무농정로 99 상가 104호
충청북도 청주시상당구,지북동,가-38020000-2818,공인중개사,박선이,가나공인중개사사무소,충청북도 청주시 상당구 목련로 56 
충청북도 청주시상당구,남일면,가-38020000-2837,공인중개사,황경상,토란공인중개사사무소,충청북도 청주시 상당구 남일면 효촌송암1길 25 
충청북도 청주시상당구,용암동,가-38020000-2846,공인중개사,윤금숙,동남부영공인중개사사무소,"충청북도 청주시 상당구 월평로 249 상가 101호(용암동, 부영1차아파트)"
충청북도 청주시상당구,금천동,가-38020000-2850,공인중개사,박흥수,세명공인중개사사무소,충청북도 청주시 상당구 쇠내로 122-1 (금천동)
충청북도 청주시상당구,금천동,3852-0000-3,공인중개사,이완영,선한부자공인중개사사무소,"충청북도 청주시 상당구 중고개로 261 , 2층 (금천동)"
충청북도 청주시상당구,금천동,3852-0000-9,공인중개사,전미경,굿모닝합동공인중개사사무소,충청북도 청주시 상당구 중고개로 335 101호
충청북도 청주시상당구,금천동,3852-0000-13,공인중개사,변은희,에이스공인중개사사무소,"충청북도 청주시 상당구 수영로 306-1 상가동 101호(금천동, 장자마을5단지부영아파트)"
충청북도 청주시상당구,금천동,3852-0000-17,공인중개사,배홍인,행운공인중개사사무소,충청북도 청주시 상당구 수영로 212 102호 (금천동)
충청북도 청주시상당구,용담동,3852-0000-20,공인중개사,정지현,씨티공인중개사사무소,"충청북도 청주시 상당구 호미로 327 상가102호(용담동,가좌마을2단지부영아파트)"
충청북도 청주시상당구,용암동,43111-2015-00001,공인중개사,박봉규,박봉규공인중개사사무소,충청북도 청주시 상당구 월평로 172 3층(용암동)
충청북도 청주시상당구,용담동,43111-2015-00002,공인중개사,홍건수,경제공인중개사사무소,"충청북도 청주시 상당구 호미로 327 상가103호(용담동, 가좌마을2단지부영아파트)"
충청북도 청주시상당구,용암동,43111-2015-00004,공인중개사,김종월,해뜨는공인중개사사무소,"충청북도 청주시 상당구 용암로 36 상가1동 104호(용암동, 진흥한우리아파트)"
충청북도 청주시상당구,금천동,43111-2015-00009,공인중개사,이규은,강토부동산공인중개사사무소,충청북도 청주시 상당구 수영로 312 상가 101호
충청북도 청주시상당구,용암동,43111-2015-00022,공인중개사,최운숙,소라공인중개사사무소,"충청북도 청주시 상당구 원봉로 25 상가 104호(용암동, 소라아파트)"
충청북도 청주시상당구,용암동,43111-2015-00024,공인중개사,석영숙,더존공인중개사사무소,충청북도 청주시 상당구 월평로 191 (용암동)  상가 3103호
충청북도 청주시상당구,서운동,43111-2015-00023,공인중개사,조만수,대한공인중개사사무소,충청북도 청주시 상당구 상당로22번길 27 (서운동)
충청북도 청주시상당구,금천동,43111-2015-00030,공인중개사,배지현,하니공인중개사사무소,충청북도 청주시 상당구 꽃산동로 25 상가동 109호
충청북도 청주시상당구,운동동,43111-2015-00033,공인중개사,김춘심,동남지구공인중개사사무소,충청북도 청주시 상당구 목련로 106-6 A동 1호(운동동)
충청북도 청주시상당구,남일면,43111-2015-00038,공인중개사,이정기,일등공인중개사사무소,충청북도 청주시 상당구 남일면 효촌송암1길 17 
충청북도 청주시상당구,방서동,43111-2015-00044,공인중개사,신지윤,드림공인중개사사무소,"충청북도 청주시 상당구 동남로 15 상가1동 108호(방서동, 동남지구우미린풀하우스)"
충청북도 청주시상당구,북문로3가,43111-2015-00045,공인중개사,김동연,코아루휴티스공인중개사사무소,충청북도 청주시 상당구 중앙로 80 청주행정타운 코아루휴티스 근린생활시설동 105호
충청북도 청주시상당구,낭성면,43111-2015-00046,공인중개사,박광원,산성공인중개사사무소,충청북도 청주시 상당구 낭성면 산성로 698-13 
충청북도 청주시상당구,용암동,43111-2015-00048,공인중개사,장현주,솔로몬공인중개사사무소,충청북도 청주시 상당구 월평로 252 101호(용암동)
충청북도 청주시상당구,용암동,43111-2015-00051,공인중개사,신동준,청일공인중개사합동사무소,"충청북도 청주시 상당구 중흥로 70-1 상가 102호(용암동, 현대3차아파트)"
충청북도 청주시상당구,용암동,43111-2015-00054,공인중개사,이복근,동남킹공인중개사사무소,충청북도 청주시 상당구 호미로 14 108호
충청북도 청주시상당구,용암동,43111-2015-00056,공인중개사,유진숙,희망공인중개사사무소,충청북도 청주시 상당구 용암로 105 
충청북도 청주시상당구,용암동,43111-2015-00058,공인중개사,이미선,동남직지공인중개사사무소,충청북도 청주시 상당구 중고개로142번길 20 상가2동 107호
충청북도 청주시상당구,용암동,43111-2016-00003,공인중개사,최남현,창조공인중개사사무소,충청북도 청주시 상당구 단재로196번길 30 (용암동)
충청북도 청주시상당구,용담동,43111-2016-00007,공인중개사,김성균,용담우리공인중개사사무소,"충청북도 청주시 상당구 산성로116번길 25 상가동 103호(용담동, 가좌마을5단지부영@)"
충청북도 청주시상당구,지북동,43111-2016-00009,공인중개사,이무영,THE동남시티공인중개사사무소,충청북도 청주시 상당구 목련로 56 
충청북도 청주시상당구,북문로2가,43111-2016-00021,공인중개사,이교철,아트에비뉴공인중개사사무소,"충청북도 청주시 상당구 중앙로 9-1 106호(북문로2가,아트에비뉴198 상가)"
충청북도 청주시상당구,운동동,43111-2016-00025,공인중개사,양승소,좋은공인중개사사무소,충청북도 청주시 상당구 목련로 226 (운동동)
충청북도 청주시상당구,금천동,43111-2016-00026,공인중개사,최가을,우수공인중개사사무소,"충청북도 청주시 상당구 쇠내로145번길 15 상가 B동 103호(금천동, 뉴타운@)"
충청북도 청주시상당구,용암동,43111-2016-00028,공인중개사,이나영,e-부자공인중개사사무소,충청북도 청주시 상당구 중흥로 148 중흥마이빌 상가동 107호
충청북도 청주시상당구,용암동,43111-2016-00032,공인중개사,김영규,부동산유통공인중개사사무소,충청북도 청주시 상당구 용암북로168번길 11-1 (용암1동)
충청북도 청주시상당구,남일면,43111-2016-00033,공인중개사,김성환,대한부동산공인중개사사무소,충청북도 청주시 상당구 남일면 단재로 726 
충청북도 청주시상당구,영운동,43111-2016-00035,공인중개사,오선균,SK2공인중개사사무소,충청북도 청주시 상당구 수영로101번길 30 
충청북도 청주시상당구,용암동,43111-2016-00038,공인중개사,손점례,진솔공인중개사사무소,충청북도 청주시 상당구 월평로154번길 50 (용암동)
충청북도 청주시상당구,용암동,43111-2016-00050,공인중개사,박은미,동남힐데스하임공인중개사사무소,충청북도 청주시 상당구 월운로 116 힐데스하임 상가 D동 111호
충청북도 청주시상당구,탑동,43111-2017-00001,공인중개사,김금주,탑클래스공인중개사사무소,충청북도 청주시 상당구 산성로 55 상가동 102호(탑동)
충청북도 청주시상당구,용암동,43111-2017-00011,공인중개사,김승식,새터공인중개사사무소,충청북도 청주시 상당구 원봉로 76 102호
충청북도 청주시상당구,북문로2가,43111-2017-00015,공인중개사,김명동,아트에비뉴부동산공인중개사사무소,충청북도 청주시 상당구 중앙로 9-1 104호
충청북도 청주시상당구,용암동,43111-2017-00029,공인중개사,박정진,강변공인중개사사무소,"충청북도 청주시 상당구 무심동로 82 (용암동,강변뜨란채@)"
충청북도 청주시상당구,문화동,43111-2017-00038,공인중개사,조시형,공감공인중개사사무소,충청북도 청주시 상당구 용담로 8 2층(문화동)
충청북도 청주시상당구,탑동,43111-2017-00044,공인중개사,유영자,영자네부동산공인중개사사무소,충청북도 청주시 상당구 용담로 50 상가2동 127호
충청북도 청주시상당구,용담동,43111-2017-00048,공인중개사,연규석,하당공인중개사합동사무소,"충청북도 청주시 상당구 수영로 295 302호(용담동,양화타워)"
충청북도 청주시상당구,방서동,43111-2017-00053,공인중개사,김정익,승리공인중개사사무소,"충청북도 청주시 상당구 2순환로 2031 상가 106호(방서동, 청주하트리움리버파크)"
충청북도 청주시상당구,용암동,43111-2017-00055,공인중개사,방준문,명품공인중개사사무소,충청북도 청주시 상당구 원봉로 83 (용암동)
충청북도 청주시상당구,금천동,43111-2017-00056,공인중개사,이재영,도깨비공인중개사사무소,충청북도 청주시 상당구 쇠내로 44 
충청북도 청주시상당구,용암동,43111-2018-00003,공인중개사,박영서,보배공인중개사사무소,충청북도 청주시 상당구 낙영로12번길 24 1층(용암동)
충청북도 청주시상당구,용암동,43111-2018-00005,공인중개사,한정순,e-부자공인중개사합동사무소,충청북도 청주시 상당구 중흥로 148 중흥마이빌 상가동 107호
충청북도 청주시상당구,용담동,43111-2018-00006,공인중개사,지행구,새론공인중개사사무소,충청북도 청주시 상당구 산성로116번길 25 상가102호(용담동)
충청북도 청주시상당구,용암동,43111-2018-00007,공인중개사,정영훈,햇살공인중개사사무소,충청북도 청주시 상당구 용암북로6번길 37 102호(용암동)
충청북도 청주시상당구,북문로2가,43111-2018-00016,공인중개사,연규황,소나무공인중개사사무소,충청북도 청주시 상당구 사직대로361번길 14-1 
충청북도 청주시상당구,서문동,43111-2018-00018,공인중개사,조웅기,제이리치부동산공인중개사사무소,충청북도 청주시 상당구 사직대로350번길 28 (서문동)
충청북도 청주시상당구,방서동,43111-2018-00027,공인중개사,장은주,호반진짜부동산중개,충청북도 청주시 상당구 동남로 2 호반써밋브룩사이드단지 내 상가 117동 107호
충청북도 청주시상당구,용정동,43111-2018-00035,공인중개사,백승량,미소공인중개사사무소,충청북도 청주시 상당구 용정로 26 103호(용정동)
충청북도 청주시상당구,문화동,43111-2018-00038,공인중개사,김제화,사람과부동산공인중개사사무소,충청북도 청주시 상당구 용담로 7 제1층 101호
충청북도 청주시상당구,용정동,43111-2018-00039,공인중개사,박지숙,한창공인중개사사무소,충청북도 청주시 상당구 호미로202번길 1 
충청북도 청주시상당구,방서동,43111-2018-00043,공인중개사,김경아,방서명가공인중개사사무소,"충청북도 청주시 상당구 단재로 312 (방서동,중흥s-클래스)"
충청북도 청주시상당구,방서동,43111-2018-00045,공인중개사,유재영,동남다온공인중개사사무소,"충청북도 청주시 상당구 동남로 15 상가1동 109호(방서동, 동남우미린풀하우스)"
충청북도 청주시상당구,금천동,43111-2018-00057,공인중개사,김지현,신세계공인중개사사무소,"충청북도 청주시 상당구 중고개로337번길 23 상가동106호(금천동, 현대@)"
충청북도 청주시상당구,용암동,43111-2018-00058,공인중개사,곽현정,용암공인중개사사무소,"충청북도 청주시 상당구 중고개로 104 상가2동 105호(용암동, 대원칸타빌 더테라스2차)"
충청북도 청주시상당구,용암동,43111-2018-00063,공인중개사,김상우,송이부동산공인중개사사무소,충청북도 청주시 상당구 동남로 117 101호
충청북도 청주시상당구,탑동,43111-2019-00003,공인중개사,정희영,한영탑공인중개사사무소,충청북도 청주시 상당구 용담로 54 엘제이타워빌딩 1층 105호
충청북도 청주시상당구,영운동,43111-2019-00007,공인중개사,김옥선,까치합동공인중개사사무소,"충청북도 청주시 상당구 영운천로51번길 35 105호(영운동, 태암상가)"
충청북도 청주시상당구,영동,43111-2019-00010,공인중개사,김명숙,평화공인중개사사무소,충청북도 청주시 상당구 상당로143번길 59 (영동)
충청북도 청주시상당구,금천동,43111-2019-00018,공인중개사,오옥자,상당공인중개사사무소,"충청북도 청주시 상당구 쇠내로 48 301동(상가) 104호(금천동,서희센트럴파크스타힐스)"
충청북도 청주시상당구,영운동,43111-2019-00029,공인중개사,김학순,대영공인중개사사무소,충청북도 청주시 상당구 단재로 112 
충청북도 청주시상당구,운동동,43111-2019-00032,공인중개사,김성일,신동남공인중개사사무소,충청북도 청주시 상당구 목련로 74 102호
충청북도 청주시상당구,금천동,43111-2019-00036,공인중개사,박형기,대복공인중개사사무소,충청북도 청주시 상당구 쇠내로65번길 4 
충청북도 청주시상당구,용정동,43111-2019-00039,공인중개사,윤인순,뉴대한공인중개사사무소,충청북도 청주시 상당구 용암북로206번길 11 (용정동)
충청북도 청주시상당구,금천동,43111-2019-00045,공인중개사,김영구,공룡공인중개사사무소,충청북도 청주시 상당구 쇠내로 110 (금천동)
충청북도 청주시상당구,용암동,43111-2019-00047,공인중개사,전병은,동남스타공인중개사사무소,"충청북도 청주시 상당구 중고개로142번길 31 상가동 120호(용암동, 시티프라디움1단지)"
충청북도 청주시상당구,용암동,43111-2019-00048,공인중개사,이영숙,동남대원공인중개사사무소,"충청북도 청주시 상당구 중고개로 140 상가 104호(용암동, 대원칸타빌더테라스 1차)"
충청북도 청주시상당구,금천동,43111-2019-00051,공인중개사,한명옥,청주영광공인중개사사무소,충청북도 청주시 상당구 영운천로153번길 53 (금천동)
충청북도 청주시상당구,용암동,43111-2019-00052,공인중개사,김덕화,가온공인중개사사무소,"충청북도 청주시 상당구 중고개로 104 상가동 105호(용암동, 대원칸타빌 더테라스 2차)"
충청북도 청주시상당구,용암동,43111-2020-00001,공인중개사,홍세미,부동산나인공인중개사사무소,충청북도 청주시 상당구 동남로83번길 15 1층 102호(용암동)
충청북도 청주시상당구,용암동,43111-2020-00003,공인중개사,최영길,길공인중개사사무소,충청북도 청주시 상당구 월평로 240 
충청북도 청주시상당구,용암동,43111-2020-00004,공인중개사,장복희,THE복공인중개사사무소,"충청북도 청주시 상당구 중고개로142번길 17 상가동 221호(용암동, 시티프라디움2단지)"
충청북도 청주시상당구,영운동,43111-2020-00005,공인중개사,고유진,하늘공인중개사사무소,충청북도 청주시 상당구 단재로95번길 21 1층 101호
충청북도 청주시상당구,용암동,43111-2020-00006,공인중개사,이요나,한길공인중개사사무소,충청북도 청주시 상당구 중고개로142번길 20 청주동남우미린 에듀포레 근생3 109호
충청북도 청주시상당구,금천동,43111-2020-00007,공인중개사,최성운,4989명품부동산공인중개사사무소,충청북도 청주시 상당구 중고개로224번길 13-2 1층(금천동)
충청북도 청주시상당구,방서동,43111-2020-00008,공인중개사,한노동,The상당공인중개사사무소,충청북도 청주시 상당구 단재로 303-11 1층(방서동)
충청북도 청주시상당구,북문로1가,43111-2020-00009,공인중개사,최학순,성안길공인중개사사무소,충청북도 청주시 상당구 상당로69번길 7 2층(북문로1가)
충청북도 청주시상당구,용암동,43111-2020-00010,공인중개사,심용숙,동남신원공인중개사사무소,충청북도 청주시 상당구 호미로 14 상가115동 107호
충청북도 청주시상당구,용정동,43111-2020-00014,공인중개사,변재설,한라비발디공인중개사사무소,"충청북도 청주시 상당구 용정로 35 상가동 106호(용정동, 한라비발디2단지아파트)"
충청북도 청주시상당구,수동,43111-2020-00021,공인중개사,이응로,미래공인중개사사무소,충청북도 청주시 상당구 상당로186번길 15 (수동)
충청북도 청주시상당구,문화동,43111-2020-00023,공인중개사,박연정,홈즈부동산공인중개사사무소,"충청북도 청주시 상당구 용담로 7 쁘티칸타빌 114호(문화동, 센트럴칸타빌)"
충청북도 청주시상당구,방서동,43111-2020-00024,공인중개사,오다효지,진성부동산공인중개사사무소,충청북도 청주시 상당구 단재로317번길 47 104호
충청북도 청주시상당구,용암동,43111-2020-00025,공인중개사,김영희,"더,행복한공인중개사사무소",충청북도 청주시 상당구 월운로 116 비동 101호
충청북도 청주시상당구,수동,43111-2020-00026,공인중개사,김영식,새로이공인중개사사무소,충청북도 청주시 상당구 대성로166번길 2 1층(수동)
충청북도 청주시상당구,방서동,43111-2020-00030,공인중개사,신홍범,방서에이스부동산공인중개사사무소,"충청북도 청주시 상당구 단재로 312 , 상가142동 108호"
충청북도 청주시상당구,방서동,43111-2020-00032,공인중개사,김장옥,동남호반우미공인중개사사무소,충청북도 청주시 상당구 단재로317번길 47 104호(방서동)
충청북도 청주시상당구,용암동,43111-2020-00034,공인중개사,박순호,가호공인중개사사무소,충청북도 청주시 상당구 동남로83번길 15 102호
충청북도 청주시상당구,용정동,43111-2020-00036,공인중개사,조철기,BK공인중개사사무소,충청북도 청주시 상당구 호미로 195 (용정동)
충청북도 청주시상당구,용암동,43111-2020-00037,공인중개사,김진철,달인부동산중개사무소,충청북도 청주시 상당구 중고개로125번길 31-1 101호
충청북도 청주시상당구,석교동,43111-2020-00038,공인중개사,강희욱,비상공인중개사사무소,충청북도 청주시 상당구 대성로 29 (석교동)
충청북도 청주시상당구,용암동,43111-2020-00046,공인중개사,신명순,동남다원공인중개사사무소,충청북도 청주시 상당구 동남로 117 101호
충청북도 청주시상당구,용암동,43111-2020-00049,공인중개사,지학준,중흥공인중개사사무소,충청북도 청주시 상당구 중흥로 142 중흥마을부영아파트 상가동 제101호
충청북도 청주시상당구,용암동,43111-2020-00052,공인중개사,최영순,봄뜰공인중개사사무소,충청북도 청주시 상당구 호미로 165 102호
충청북도 청주시상당구,용암동,43111-2020-00053,공인중개사,김찬삼,S.M공인중개사사무소,충청북도 청주시 상당구 중고개로125번길 32-2 101호
충청북도 청주시상당구,용암동,43111-2020-00055,공인중개사,유제혁,강남부동산하택공인중개사사무소,"충청북도 청주시 상당구 월운로 116 B동 118호(용암동, 힐데스하임)"
충청북도 청주시상당구,북문로3가,43111-2020-00061,공인중개사,장윤미,밝은해공인중개사사무소,"충청북도 청주시 상당구 중앙로 87 상가102호(북문로3가, 한신휴플러스)"
충청북도 청주시상당구,용암동,43111-2020-00063,공인중개사,이정민,봄날공인중개사사무소,"충청북도 청주시 상당구 중고개로 104 상가동 106-1호(용암동, 칸타빌 더 테라스 2단지)"
충청북도 청주시상당구,용암동,43111-2020-00070,공인중개사,나춘례,덕일마이빌부동산공인중개사사무소,충청북도 청주시 상당구 중흥로 150 상가동 106호
충청북도 청주시상당구,방서동,43111-2020-00072,공인중개사,연재숙,방서비타민공인중개사사무소,충청북도 청주시 상당구 단재로 312 중흥에스클래스더퍼스트 상가 141동 104호
충청북도 청주시상당구,방서동,43111-2020-00074,공인중개사,엄태종,더키움공인중개사사무소,충청북도 청주시 상당구 동남로 43 카카오빌딩 301호
충청북도 청주시상당구,용암동,43111-2020-00075,공인중개사,강미순,뉴스타공인중개사사무소,"충청북도 청주시 상당구 중흥로 194 부영2차 APT, 상가 104호"
충청북도 청주시상당구,문의면,43111-2020-00078,공인중개사,정종길,문의금강공인중개사사무소,충청북도 청주시 상당구 문의면 문의시내로 27 1층
충청북도 청주시상당구,용암동,43111-2020-00080,공인중개사,김석순,홍익공인중개사사무소,충청북도 청주시 상당구 용암로103번길 37 
충청북도 청주시상당구,용암동,43111-2020-00082,공인중개사,김재홍,클로버공인중개사합동사무소,충청북도 청주시 상당구 중고개로141번길 10 102호
충청북도 청주시상당구,용암동,43111-2020-00083,공인중개사,홍성아,클로버공인중개사사무소,충청북도 청주시 상당구 중고개로141번길 10 102호
충청북도 청주시상당구,용암동,43111-2020-00085,공인중개사,이현경,현부동산중개,충청북도 청주시 상당구 중고개로142번길 17 상가2동 216호(시티프라디움2단지)
충청북도 청주시상당구,운동동,43111-2020-00086,공인중개사,조시영,부동산4989공인중개사사무소,충청북도 청주시 상당구 목련로 106-6 A동 1호
충청북도 청주시상당구,방서동,43111-2020-00088,공인중개사,주현숙,풀하우스부동산공인중개사사무소,충청북도 청주시 상당구 동남로 15 상가1동 113호
충청북도 청주시상당구,서문동,43111-2020-00093,공인중개사,한재영,부성공인중개사사무소,충청북도 청주시 상당구 사직대로362번길 68 
충청북도 청주시상당구,서문동,43111-2020-00095,공인중개사,장순용,JP공인중개사사무소,충청북도 청주시 상당구 남사로83번길 45 
충청북도 청주시상당구,방서동,43111-2020-00097,공인중개사,인연숙,굿모닝부동산공인중개사사무소,충청북도 청주시 상당구 동남로 15 단지내상가 115호
충청북도 청주시상당구,금천동,43111-2020-00098,공인중개사,김춘홍,태영공인중개사사무소,충청북도 청주시 상당구 영운천로141번길 35 
충청북도 청주시상당구,용담동,43111-2020-00100,공인중개사,강미선,테크노양지공인중개사사무소,충청북도 청주시 상당구 수영로 295 양화빌딩 101호
충청북도 청주시상당구,용암동,43111-2020-00102,공인중개사,황현석,동남스마일공인중개사사무소,"충청북도 청주시 상당구 월운로 74 ,101호"
충청북도 청주시상당구,금천동,43111-2020-00103,공인중개사,왕인호,다일공인중개사사무소,충청북도 청주시 상당구 영운로 74-1 1층 103호
