□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,,,,,,,,,,,,,,,,,,,
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다.",,,,,,,,,,,,,,,,,,,
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)",,,,,,,,,,,,,,,,,,,
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다.,,,,,,,,,,,,,,,,,,,
□ 검색조건,,,,,,,,,,,,,,,,,,,
계약일자 : 2025-01-01 ~ 2025-11-06,,,,,,,,,,,,,,,,,,,
실거래구분 : 오피스텔(전월세),,,,,,,,,,,,,,,,,,,
주소구분 : 지번주소,,,,,,,,,,,,,,,,,,,
시도 : 충청북도,,,,,,,,,,,,,,,,,,,
시군구 : 청주시 청원구,,,,,,,,,,,,,,,,,,,
읍면동 : 전체,,,,,,,,,,,,,,,,,,,
면적 : 전체,,,,,,,,,,,,,,,,,,,
금액선택 : 전체,,,,,,,,,,,,,,,,,,,
NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원)
3,충청북도 청주시 청원구 율량동,2176,2176,0,아이리스오피스텔,전세,20.16,202510,24,"7,000",0,8,2021,율량로 199,202512~202712,신규,-,,
4,충청북도 청주시 청원구 내덕동,301-6,301,6,삼풍오피스텔,월세,34.4,202510,23,500,35,2,2005,새터로 27,202510~202710,신규,-,,
5,충청북도 청주시 청원구 오창읍 각리,636-2,636,2,한신 더 휴 센트럴파크,월세,23.34,202510,23,500,55,2,2018,오창공원로 96,202511~202611,갱신,사용,500,55
6,충청북도 청주시 청원구 우암동,323-2,323,2,아델리스 오피스텔,월세,34.28,202510,21,500,50,3,2004,중앙로 147,202510~202610,신규,-,,
7,충청북도 청주시 청원구 우암동,323-2,323,2,아델리스 오피스텔,월세,54.45,202510,20,"1,000",60,9,2004,중앙로 147,202510~202710,신규,-,,
8,충청북도 청주시 청원구 오창읍 양청리,792-1,792,1,오창 리치아노 오피스텔,월세,29.55,202510,18,500,45,11,2013,중심상업로 47,202510~202610,신규,-,,
9,충청북도 청주시 청원구 오창읍 각리,636-2,636,2,한신 더 휴 센트럴파크,월세,19.63,202510,16,"2,500",45,3,2018,오창공원로 96,202511~202611,신규,-,,
10,충청북도 청주시 청원구 오창읍 창리,1-39,39,1,(39-1),월세,51.34,202510,16,500,55,4,2013,공항로 1006,202510~202710,신규,-,,
11,충청북도 청주시 청원구 오창읍 각리,636-2,636,2,한신 더 휴 센트럴파크,월세,27.53,202510,15,500,65,3,2018,오창공원로 96,202510~202610,신규,-,,
12,충청북도 청주시 청원구 우암동,122,122,0,우양 오피스텔,전세,56.16,202510,15,"9,000",0,17,2013,상당로 230,202510~202710,신규,-,,
13,충청북도 청주시 청원구 오창읍 양청리,821-1,821,1,엘파크,월세,41.24,202510,13,"1,000",77,17,2019,오창공원로 127,202510~202610,신규,-,,
14,충청북도 청주시 청원구 우암동,122,122,0,우양 오피스텔,전세,56.16,202510,13,"10,000",0,9,2013,상당로 230,202511~202711,신규,-,,
15,충청북도 청주시 청원구 오창읍 각리,636-2,636,2,한신 더 휴 센트럴파크,월세,27.12,202510,13,500,63,2,2018,오창공원로 96,202510~202610,신규,-,,
16,충청북도 청주시 청원구 우암동,122,122,0,우양 오피스텔,월세,56.16,202510,10,500,65,7,2013,상당로 230,202510~202610,신규,-,,
17,충청북도 청주시 청원구 오창읍 각리,636-2,636,2,한신 더 휴 센트럴파크,전세,76.07,202510,10,"21,000",0,4,2018,오창공원로 96,202512~202712,신규,-,,
18,충청북도 청주시 청원구 내수읍 마산리,164-5,164,5,OK빌리지,월세,77.78,202510,10,500,45,2,2014,마산5길 26-8,202510~202710,신규,-,,
19,충청북도 청주시 청원구 오창읍 각리,636-2,636,2,한신 더 휴 센트럴파크,월세,20.9,202510,8,500,55,4,2018,오창공원로 96,202510~202610,신규,-,,
20,충청북도 청주시 청원구 오창읍 각리,636-2,636,2,한신 더 휴 센트럴파크,월세,22.71,202510,8,500,55,2,2018,오창공원로 96,202510~202610,신규,-,,
21,충청북도 청주시 청원구 오창읍 양청리,792-1,792,1,오창 리치아노 오피스텔,월세,29.55,202510,8,500,45,15,2013,중심상업로 47,202510~202610,신규,-,,
22,충청북도 청주시 청원구 오창읍 양청리,792-1,792,1,오창 리치아노 오피스텔,월세,27.36,202510,3,500,45,11,2013,중심상업로 47,202510~202610,신규,-,,
23,충청북도 청주시 청원구 오창읍 각리,636-2,636,2,한신 더 휴 센트럴파크,월세,20.9,202510,3,600,52,2,2018,오창공원로 96,202510~202610,신규,-,,
24,충청북도 청주시 청원구 우암동,122,122,0,우양 오피스텔,전세,56.16,202510,2,"11,000",0,12,2013,상당로 230,202510~202710,신규,-,,
25,충청북도 청주시 청원구 오창읍 각리,636-2,636,2,한신 더 휴 센트럴파크,월세,24.74,202510,1,500,60,3,2018,오창공원로 96,202511~202611,신규,-,,
26,충청북도 청주시 청원구 오창읍 양청리,792-1,792,1,오창 리치아노 오피스텔,월세,28.8,202509,30,500,45,15,2013,중심상업로 47,202510~202610,신규,-,,
27,충청북도 청주시 청원구 오창읍 각리,636-2,636,2,한신 더 휴 센트럴파크,월세,67.77,202509,29,"2,000",90,2,2018,오창공원로 96,202510~202609,신규,-,,
28,충청북도 청주시 청원구 오창읍 양청리,792-1,792,1,오창 리치아노 오피스텔,월세,29.55,202509,26,500,45,10,2013,중심상업로 47,202510~202610,신규,-,,
