"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.","","","","","","","","","","","","","","","","","","","",""
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다.","","","","","","","","","","","","","","","","","","","",""
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)","","","","","","","","","","","","","","","","","","","",""
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다.","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"□ 검색조건","","","","","","","","","","","","","","","","","","","",""
"계약일자 : 2025-01-01 ~ 2025-11-03","","","","실거래 구분 : 아파트(전월세)","","","","","주소구분 : 지번 주소","","","","","","","","","","",""
"시도 : 충청북도","","","","시군구 : 청주시 서원구","","","","","읍면동 : 전체","","","","","","","","","","",""
"단지명 : 전체","","","","면적 : 전체","","","","","금액선택 : 전체","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"1","충청북도 청주시 서원구 분평동","1202","1202","0000","분평주공2","전세","49.7700","202510","31","10,000","0","3","1997","1순환로1137번길 129","202511~202711","갱신","사용","10,000","0","아파트"
"2","충청북도 청주시 서원구 수곡동","324","0324","0000","주공1","전세","47.0100","202510","31","6,300","0","3","1990","구룡산로 319","202511~202711","신규","-","","","아파트"
"3","충청북도 청주시 서원구 개신동","709","0709","0000","어웰빌리지","전세","57.9910","202510","31","13,000","0","6","2013","복대로17번길 27","202512~202712","신규","-","","","아파트"
"4","충청북도 청주시 서원구 모충동","553","0553","0000","청주모충LH트릴로채","월세","51.9000","202510","30","10,077","17","23","2021","쌍샘로 22","202602~202801","갱신","-","5,026","36","아파트"
"5","충청북도 청주시 서원구 분평동","1255","1255","0000","대원","전세","59.7254","202510","30","16,500","0","4","2000","분평로 49","202510~202710","갱신","-","15,800","0","아파트"
"6","충청북도 청주시 서원구 개신동","506","0506","0000","청주","전세","38.5200","202510","30","5,300","0","2","1990","신율로 71","202601~202801","신규","-","","","아파트"
"7","충청북도 청주시 서원구 모충동","553","0553","0000","청주모충LH트릴로채","전세","74.7700","202510","30","27,000","0","1","2021","쌍샘로 22","202601~202801","신규","-","","","아파트"
"8","충청북도 청주시 서원구 개신동","708","0708","0000","라임스토리","월세","24.1200","202510","30","300","35","4","2012","복대로17번길 23","202510~202610","신규","-","","","아파트"
"9","충청북도 청주시 서원구 분평동","1360","1360","0000","분평주공5단지아파트","월세","59.7100","202510","29","12,800","8","9","1998","분평로 88-1","202512~202712","신규","-","","","아파트"
"10","충청북도 청주시 서원구 분평동","1200","1200","0000","분평주공3","월세","59.9900","202510","29","5,000","40","20","1997","1순환로1137번길 130","202511~202711","갱신","-","5,000","40","아파트"
"11","충청북도 청주시 서원구 사직동","937","0937","0000","푸르지오캐슬(401~413)","전세","123.4400","202510","29","35,500","0","2","2010","창직로 50","202511~202711","신규","-","","","아파트"
"12","충청북도 청주시 서원구 모충동","553","0553","0000","청주모충LH트릴로채","전세","74.7700","202510","29","25,000","0","14","2021","쌍샘로 22","202510~202710","신규","-","","","아파트"
"13","충청북도 청주시 서원구 모충동","251-1","0251","0001","형석","월세","41.8200","202510","29","500","45","4","1983","남들로35번길 61","202511~202611","신규","-","","","아파트"
"14","충청북도 청주시 서원구 모충동","374-1","0374","0001","삼익세라믹","전세","74.3500","202510","28","9,500","0","3","1989","서원서로 27","202511~202711","신규","-","","","아파트"
"15","충청북도 청주시 서원구 수곡동","1057","1057","0000","더샵청주퍼스트파크","전세","76.9922","202510","28","29,000","0","1","2021","수곡로 20","202512~202712","신규","-","","","아파트"
"16","충청북도 청주시 서원구 모충동","516","0516","0000","주공2","월세","51.0200","202510","28","500","40","5","1989","모충로 61","202511~202611","신규","-","","","아파트"
"17","충청북도 청주시 서원구 개신동","278-10","0278","0010","현대","월세","125.3400","202510","28","5,000","90","4","1990","성봉로220번길 23","202510~202607","갱신","-","9,000","65","아파트"
"18","충청북도 청주시 서원구 성화동","708","0708","0000","성화휴먼시아4단지","월세","36.5000","202510","28","1,746","14","1","2010","장전로 11","202510~202711","신규","-","","","아파트"
"19","충청북도 청주시 서원구 모충동","553","0553","0000","청주모충LH트릴로채","월세","51.9000","202510","28","5,026","36","24","2021","쌍샘로 22","202510~202711","신규","-","","","아파트"
"20","충청북도 청주시 서원구 모충동","553","0553","0000","청주모충LH트릴로채","월세","39.7400","202510","28","3,089","31","5","2021","쌍샘로 22","202510~202711","신규","-","","","아파트"
"21","충청북도 청주시 서원구 분평동","1386","1386","0000","분평주공7","월세","84.9000","202510","28","3,000","60","6","1997","분평로 18","202602~202802","신규","-","","","아파트"
"22","충청북도 청주시 서원구 모충동","553","0553","0000","청주모충LH트릴로채","월세","51.9000","202510","28","5,026","36","9","2021","쌍샘로 22","202510~202711","신규","-","","","아파트"
"23","충청북도 청주시 서원구 사창동","304-1","0304","0001","두진하트리움에덴","월세","49.0140","202510","28","667","13","14","2014","사직대로 160","202510~202712","신규","-","","","아파트"
"24","충청북도 청주시 서원구 사창동","304-1","0304","0001","두진하트리움에덴","월세","49.9084","202510","28","100","20","15","2014","사직대로 160","202510~202712","신규","-","","","아파트"
"25","충청북도 청주시 서원구 모충동","553","0553","0000","청주모충LH트릴로채","월세","39.7400","202510","27","3,089","31","9","2021","쌍샘로 22","202510~202711","신규","-","","","아파트"
